"rgn_id","sciname","category"
2,"Lamna nasus","VU"
11,"Lamna nasus","VU"
5,"Lamna nasus","VU"
4,"Lamna nasus","VU"
3,"Lamna nasus","VU"
14,"Lamna nasus","VU"
7,"Lamna nasus","VU"
1,"Lamna nasus","VU"
8,"Lamna nasus","VU"
9,"Lamna nasus","VU"
10,"Lamna nasus","VU"
13,"Lamna nasus","VU"
12,"Lamna nasus","VU"
6,"Lamna nasus","VU"
2,"Prionace glauca","NT"
11,"Prionace glauca","NT"
5,"Prionace glauca","NT"
4,"Prionace glauca","NT"
3,"Prionace glauca","NT"
14,"Prionace glauca","NT"
7,"Prionace glauca","NT"
1,"Prionace glauca","NT"
8,"Prionace glauca","NT"
9,"Prionace glauca","NT"
10,"Prionace glauca","NT"
13,"Prionace glauca","NT"
12,"Prionace glauca","NT"
6,"Prionace glauca","NT"
2,"Balaenoptera physalus","EN"
11,"Balaenoptera physalus","EN"
5,"Balaenoptera physalus","EN"
4,"Balaenoptera physalus","EN"
3,"Balaenoptera physalus","EN"
14,"Balaenoptera physalus","EN"
7,"Balaenoptera physalus","EN"
1,"Balaenoptera physalus","EN"
8,"Balaenoptera physalus","EN"
9,"Balaenoptera physalus","EN"
10,"Balaenoptera physalus","EN"
13,"Balaenoptera physalus","EN"
12,"Balaenoptera physalus","EN"
6,"Balaenoptera physalus","EN"
2,"Balaenoptera acutorostrata","LC"
11,"Balaenoptera acutorostrata","LC"
5,"Balaenoptera acutorostrata","LC"
4,"Balaenoptera acutorostrata","LC"
3,"Balaenoptera acutorostrata","LC"
14,"Balaenoptera acutorostrata","LC"
7,"Balaenoptera acutorostrata","LC"
1,"Balaenoptera acutorostrata","LC"
8,"Balaenoptera acutorostrata","LC"
9,"Balaenoptera acutorostrata","LC"
10,"Balaenoptera acutorostrata","LC"
13,"Balaenoptera acutorostrata","LC"
12,"Balaenoptera acutorostrata","LC"
6,"Balaenoptera acutorostrata","LC"
